id,created_at,text
321869671173332993,2013-04-10 06:18:04,"b""-you don't care that I smoke, right? \n-man, I wouldn't care if you shot yourself in the head \n^friendship"""
321868094886801408,2013-04-10 06:11:48,"b""Living life too fast y'all need to slow down"""
321690912436674560,2013-04-09 18:27:44,b'@xXjungaXx http://t.co/33Dzevjvja this ever happen to you??'
321496261104648193,2013-04-09 05:34:16,b'Imagine how reckless their weekend is going to be in #Louisville'
321135279714992128,2013-04-08 05:39:51,b'RT @NotCommonFacts: A small child could swim through the veins of a blue whale.'
321113224802099201,2013-04-08 04:12:13,"b""If you have the knowledge and the inspiration all that's left is to take action"""
320710919577559041,2013-04-07 01:33:36,"b""I really don't like it when I have one ear pressed against the pillow and I start to hear my heart beat, who can sleep with all that noise"""
320004718875267072,2013-04-05 02:47:25,b'@MelloChamp #godyallsomebrokeboys'
319981217346883584,2013-04-05 01:14:01,b'RT @FillWerrell: The moment when you get your friend in trouble http://t.co/I1h5k5JLkW'
319974845209260032,2013-04-05 00:48:42,b'I need a new show to watch'
319934386206294016,2013-04-04 22:07:56,"b""Drinking tea and I'm sweating"""
319933981518884864,2013-04-04 22:06:19,"b""I'm hot, about 103.4 degrees to be exact"""
318948434977624064,2013-04-02 04:50:07,b'I got too much love and respect for the twins happy 20th fellas @CopDaWholeThang @Kid_Wavyy'
318777085286039554,2013-04-01 17:29:14,"b'RT @EasyBuckets5: Can we bring back poking!? Nothing says ""eeeyahmean"" like a nice poke'"
318594864742797312,2013-04-01 05:25:09,"b""RT @EasyBuckets5: Real G's understand that boaties get fresher over time"""
318590551458979840,2013-04-01 05:08:01,"b""@sotirop_evi you're waaaay prettier of course"""
318588960194580480,2013-04-01 05:01:41,"b""@sotirop_evi don't say that Evi"""
318586242952486914,2013-04-01 04:50:54,"b""Hey @sotirop_evi turn to channel 30 you'll find your long lost brother http://t.co/5fwwPeikpJ"""
318568305147396096,2013-04-01 03:39:37,b'- \xd0\xa5\xd0\xbe\xd1\x80\xd0\xbe\xd1\x88\xd0\xb8\xd0\xb9 \xd0\xbc\xd0\xbe\xd0\xb9... \xd0\x91\xd0\xb5\xd0\xb4\xd0\xbd\xd0\xb5\xd0\xbd\xd1\x8c\xd0\xba\xd0\xb8\xd0\xb9... \xd0\x9c\xd0\xb0\xd0\xbb\xd0\xb5\xd0\xbd\xd1\x8c\xd0\xba\xd0\xb8\xd0\xb9... \xd0\x9c\xd0\xb0\xd0\xbb\xd1\x8e\xd1\x81\xd0\xb5\xd0\xbd\xd1\x8c\xd0\xba\xd0\xb8\xd0\xb9... \n- \xd0\x9d\xd0\xb0\xd1\x81\xd1\x82\xd1\x8f \xd0\xb1\xd0\xbb\xd1\x8f\xd1\x82\xd1\x8c!!! \xd0\x9d\xd1\x83 \xd0\xba\xd1\x82\xd0\xbe \xd0\xa2\xd0\x90\xd0\x9a \xd0\xb2\xd0\xbe\xd0\xb7\xd0\xb1\xd1\x83\xd0\xb6\xd0\xb4\xd0\xb0\xd0\xb5\xd1\x82?! #russian #prikol'
318205239918481409,2013-03-31 03:36:55,"b""Naaah I'm just kiddin freeee the waaave"""
318205140228251650,2013-03-31 03:36:32,b'Keep max b in jail'
318000407362285569,2013-03-30 14:02:59,"b'Lunch, dinner ima let you get here but that was the best breakfast of all time'"
317382548663713793,2013-03-28 21:07:50,"b""No one is really violent until they're with the homies"""
317140907096952832,2013-03-28 05:07:39,"b""Like lee, I'm likely to make a joke out of chuck"""
317127552726614016,2013-03-28 04:14:35,b'Five hundred twenty five thousand six hundred miiinutes'
316978743300218880,2013-03-27 18:23:16,"b""@JukeMeng yeaa that's  beefski"""
316977688856363008,2013-03-27 18:19:05,b'Careful who you text http://t.co/JA7NB81WUT'
316759690170224640,2013-03-27 03:52:49,b'RT @ChinksMcGee: Lmaoooo http://t.co/hNYQD60B1L'
316625999972429824,2013-03-26 19:01:35,b'@bettzamparelli on second thought it must be a struggle for autocorrect to correct your thug swag'
316624832055869442,2013-03-26 18:56:57,"b""@BettZamparelli I bet dawg, with you're unique lexicon it must be a struggle"""
316621190238187522,2013-03-26 18:42:28,b'Autocorrect is fucking with my grammar'
316620793318604800,2013-03-26 18:40:54,"b""Jeremy has 32 teeth, Johny 28 and Jamal 19, doesn't matter what toothpaste yu use what's important is not to buy Jordan's on release day"""
316613145563103233,2013-03-26 18:10:30,b'RT @themikederby: I give it three months til we start seeing retweet this for heaven favorite it for hell on twitter'
316613084762501121,2013-03-26 18:10:16,b'Being bilingual is da bomb'
316611891529134081,2013-03-26 18:05:31,"b'-\xd0\x92\xd1\x8b\xd1\x85\xd0\xbe\xd0\xb4\xd0\xb8 \xd0\xb7\xd0\xb0 \xd0\xbc\xd0\xb5\xd0\xbd\xd1\x8f \xd0\xb7\xd0\xb0\xd0\xbc\xd1\x83\xd0\xb6. \n-\xd0\xa5\xd0\xbe\xd1\x80\xd0\xbe\xd1\x88\xd0\xbe, \xd0\xa1\xd0\xbe\xd0\xb3\xd0\xbb\xd0\xb0\xd1\x81\xd0\xbd\xd0\xb0!\n\xd0\x98 \xd1\x82\xd0\xb8\xd1\x88\xd0\xb8\xd0\xbd\xd0\xb0\n-\xd0\x9d\xd1\x83 \xd1\x82\xd1\x8b \xd0\xb1\xd0\xbe\xd0\xbb\xd1\x8c\xd1\x88\xd0\xb5 \xd0\xbd\xd0\xb8\xd1\x87\xd0\xb5\xd0\xb3\xd0\xbe \xd0\xbc\xd0\xbd\xd0\xb5 \xd0\xbd\xd0\xb5 \xd1\x81\xd0\xba\xd0\xb0\xd0\xb6\xd0\xb5\xd1\x88\xd1\x8c, \xd0\xb4\xd0\xbe\xd1\x80\xd0\xbe\xd0\xb3\xd0\xbe\xd0\xb9? \n-\xd0\x94\xd0\xb0 \xd1\x8f \xd0\xb8 \xd1\x82\xd0\xb0\xd0\xba \xd1\x83\xd0\xb6\xd0\xb5, \xd0\xba\xd0\xb0\xd0\xb6\xd0\xb5\xd1\x82\xd1\x81\xd1\x8f \xd0\xbb\xd0\xb8\xd1\x88\xd0\xbd\xd0\xb5\xd0\xb3\xd0\xbe \xd0\xbf\xd0\xb8\xd0\xb7\xd0\xb4\xd0\xb0\xd0\xbd\xd1\x83\xd0\xbb'"
316558073714057216,2013-03-26 14:31:40,b'I bought a pack of orbit today and the guy at the cash register asked if I wanted a bag. So I made him double bag it'
316228693049606144,2013-03-25 16:42:50,"b""@therealAbdul_ @sotirop_evi I can't watch my mouth that's physically impossible Abdul..."""
316219416654274562,2013-03-25 16:05:58,b'@sotirop_evi @therealabdul_ lol but yea yu kids are alright'
316219019944407040,2013-03-25 16:04:24,b'@sotirop_evi @therealabdul_ \xee\x90\x9e http://t.co/ZTX0eW6iH2'
316214495032778752,2013-03-25 15:46:25,"b""@sotirop_evi @therealAbdul_ oh my Kenyan god, oh my Greek goddess \xee\x90\x92 lol I'm kidding you guys are cute when yu do that in every post"""
316197315096494082,2013-03-25 14:38:09,"b'@MonTanA_BaBy replace that with fajr guy, then dhur and so on #wordsofwisdom for ya'"
316177873872486400,2013-03-25 13:20:54,"b'@MelloChamp 80% man, always'"
316105983493562369,2013-03-25 08:35:14,"b""That homework that I was supposed to do, yeaa I'm still doing it"""
315999561229418496,2013-03-25 01:32:21,b'Walking dead then Vikings and maybe some homework'
315822409016041472,2013-03-24 13:48:24,"b'#tmlt I just wrote y\'all a horoscope for the day and most of you will be like ""dam, that shit was so accurate"" #goodmorning'"
315822363117772801,2013-03-24 13:48:13,"b'you will have to make tough decisions today and those decisions will influence your future, hardships will arouse and yu will roll up loud'"
315768544048582658,2013-03-24 10:14:22,"b""\xe2\x80\x9c@KidComeUp: Just got home like a real nigga decently poppin night...\xe2\x80\x9d Lol you're a clown bro #fuxwithit"""
315644961641091073,2013-03-24 02:03:17,b'RT @ChiIdhoodRuiner: Hahaha http://t.co/jQuKXwvuOQ'
315170410234785792,2013-03-22 18:37:36,b'@TroyCrossley @xxjungaxx lets go whale watching... outside of Bellingham sq McDs'
315038985191845889,2013-03-22 09:55:21,"b""I was gonna go for a 6am run aha I'm joking I woke up to eat some Nutella"""
315038529174511616,2013-03-22 09:53:33,"b'Not too early for breakfast, is it?'"
314895580272926721,2013-03-22 00:25:31,b'#ilove http://t.co/Wzim51hjLv'
314604293527314434,2013-03-21 05:08:03,"b""@MelloChamp I think it's too late..."""
314603481510068224,2013-03-21 05:04:49,b'@MelloChamp yu apply already?'
314602864121102336,2013-03-21 05:02:22,"b'Once you feel you are avoided by someone, never disturb them again'"
314595700757364737,2013-03-21 04:33:54,b'@MelloChamp for which semester?'
314593464341909504,2013-03-21 04:25:01,b'Evil triumphs when good men do nothing'
314547898165633024,2013-03-21 01:23:57,"b""@TroyCrossley @xxjungaxx I'm still around till Sunday, we can do more damage I got some more left"""
314546870179487745,2013-03-21 01:19:52,"b'@TroyCrossley @xxjungaxx yea cuddi, we done did it. I told him to hit yu up but the bird abstained from doing so'"
314534445967368192,2013-03-21 00:30:30,"b'RT @Factsionary: Clinomania is an excessive desire to stay in bed all day, over 70% of people experience this on a daily basis.'"
313792911932280832,2013-03-18 23:23:54,"b'People come into your life to help you, hurt you, love you and leave you and that shapes your character and the person you were meant to be'"
313658909732773888,2013-03-18 14:31:26,"b'in my time, as an uncle of 4 now, I can tell you that Sesame Street teaches kids nothing useful except the alphabet and how to count to ten'"
313483264935477248,2013-03-18 02:53:29,"b""RT @AnnieAreYouOkay: I wanna cuddle...This is the gayest shit I've ever tweeted."""
313438750132826112,2013-03-17 23:56:36,"b'* On the phone*"" Yo are you with junes?"" \n@TroyCrossley - what, nigga I\'m not Jewish"" lol major miscommunication'"
313347464709156864,2013-03-17 17:53:51,"b""RT @FillWerrell: I didn't lose a follower, a follower lost me"""
313334116521238528,2013-03-17 17:00:49,"b'see no evil, hear no evil, speak no evil until the morning alarm goes off and all hell unleashes'"
312852991294205952,2013-03-16 09:09:00,"b""@Kid_Wavyy that's physically impossible"""
312822958341095424,2013-03-16 07:09:39,b'RT @YungIndyan: @J_tsar Watch the New Video: Mellow Nights !! By @_TheRealJustice http://t.co/sV7R6uUtlF'
312771198385790976,2013-03-16 03:43:59,b'Place your bets http://t.co/L1lHCUzwBR'
312768270031785986,2013-03-16 03:32:21,"b""We postin' http://t.co/RjUJddJNJt"""
312754467093225473,2013-03-16 02:37:30,b'Holding this baby down for spring break http://t.co/3Hi0HcVR3t'
312734451329286144,2013-03-16 01:17:58,b'@xXjungaXx come outside'
312417844656762881,2013-03-15 04:19:53,b'@KidComeUp that bird will drop a dollar and still pick it up'
312412849811103747,2013-03-15 04:00:02,b'We try to find ways to kill time but time kills us http://t.co/WiK8XMMZTT'
312338872128389120,2013-03-14 23:06:04,"b'""September 10th baby, you know what tomorrow is. Party at my house!"" #thingsyoudontyellwhenenteringaroom'"
311918810233974787,2013-03-13 19:16:54,"b'""@therealAbdul_: The guy announcing who the pope is looks like he\'s gonna kick the bucket any minute now."" Ahahaha'"
311904098364567552,2013-03-13 18:18:26,"b'Never try to fork a mini tomato while wearing a white shirt, it will explode'"
311720839647227905,2013-03-13 06:10:14,b'The efficient man is the man who thinks for himself'
311691446535204864,2013-03-13 04:13:26,b'RT @BossDonWave: whom god bless no man can curse'
311627403564818432,2013-03-12 23:58:57,"b""@MelloChamp lol I'm about to be on that schedule habitually, after spring break..."""
311587759661932545,2013-03-12 21:21:25,"b'@MelloChamp yo lets hit the gym and then res, whattayasay? Oh and my phone is off so respond with a tweet'"
311579489031319554,2013-03-12 20:48:33,"b'""Some people feel the rain. Others just get wet"" probably the gayest thing I ever heard but don\'t mind me I obviously just get wet.'"
311170485041913860,2013-03-11 17:43:19,b'RT @LifeAsRednecks: There is absolutely no excuse for being a male cheerleader..'
311162091195219970,2013-03-11 17:09:58,"b'people that say ""I hate posts about religion like stop trying to convert me"" and then go on to post some shit about jersey shore #ihateyou'"
311156600872247296,2013-03-11 16:48:09,b'@sotirop_evi the founding farmers would agree with you'
311155505743659008,2013-03-11 16:43:48,"b'Shocking shit, more so than that time I found out a tomato is a fruit'"
310990789813628928,2013-03-11 05:49:16,b'I wanna study a broad or two'
310976505486381056,2013-03-11 04:52:31,b'Chappelles show is on #theniggerfamily #throwback'
310969086404337665,2013-03-11 04:23:02,b'RT @WolfpackAlan: Currently whale watching outside of McDonalds.'
310968648569348097,2013-03-11 04:21:17,"b""RT @Kid_Wavyy: I'm bout to slap this broad through my cell phone"""
310968525437153280,2013-03-11 04:20:48,b'RT @Kid_Wavyy: Death is only a corner away so look alive out here'
310962558666424320,2013-03-11 03:57:06,b'Never underestimate the rebel with a cause'
310944180107096065,2013-03-11 02:44:04,"b'@Basiklee always a pleasure brotha, see you in a couple months'"
310584163369644032,2013-03-10 02:53:29,b'Young Robel is out here tonight'
310287457474195457,2013-03-09 07:14:29,b'This fire alarm is so fun #saidthecolddrunkcollegekids'
310231323275042816,2013-03-09 03:31:25,"b'Peanut butter, fluff and nutella #iwentthere'"
310184995174105090,2013-03-09 00:27:20,b'Too many surprises today'
310184826890244097,2013-03-09 00:26:40,"b""\xee\x90\x84 she's up to no good"""
309856196154757120,2013-03-08 02:40:48,"b""I haven't seen a silly rabbit trix are for kids commercial in a while, did he finally get some or what..."""
309786155736518656,2013-03-07 22:02:29,b'RT @FillWerrell: Seniors &gt; Juniors &gt; Sophomores &gt; Administration &gt; Staff &gt; Janitors &gt; Trees &gt; Rocks &gt; Dirt &gt;  ...'
309557367035551744,2013-03-07 06:53:22,"b'What you got to drink bro?\n-I got some water\n-you got something stronger than that?\n-yea, I got some ice'"
309529555155181568,2013-03-07 05:02:51,"b'""Mirror mirror on the wall, I ain\'t too short I ain\'t too tall god dam I have it all""- fresh prince'"
309442823298625536,2013-03-06 23:18:12,"b""There are enough worms for all the birds stop killing each other for 'em"""
309423410549760000,2013-03-06 22:01:04,b'Death is the destroyer of all pleasures'
309415319364067328,2013-03-06 21:28:55,b'RT @TroyCrossley: @J_tsar we can figure something out but i gotta take u to the official studio in boston we can lay the track down there'
309413443084095488,2013-03-06 21:21:28,b'RT @ThisDopeKid: #WhitePeopleActivities &amp; #BlackPeopleActivities \xf0\x9f\x98\x82. http://t.co/AXs4sbx8bD'
309331545703981059,2013-03-06 15:56:02,b'No class for two hours? Is that a nap I feel coming on #hellyeaa'
308785937746378754,2013-03-05 03:47:59,"b""@TroyCrossley in the comfort of my dorm room, with a MacBook and a mic #imamacbookrapper when I'm bored"""
308761429492781057,2013-03-05 02:10:35,b'@TroyCrossley I got bars get on a track with me bro'
308276298034315265,2013-03-03 18:02:51,"b""RT @themikederby: If you don't use Irish spring body wash\\soap and head and shoulders shampoo then your doing it wrong."""
308161941535334400,2013-03-03 10:28:26,b'Waking up at 5am every day'
308013681189470208,2013-03-03 00:39:18,"b""#mehei suka lubov'"""
307639475490664448,2013-03-01 23:52:21,b'Taking a shower after watching a scary movie is always exciting'
306937296127680512,2013-02-28 01:22:08,"b'""Studying"" is just a combination of the words student and dying'"
306814926368944128,2013-02-27 17:15:53,b'RT @MonTanA_BaBy: Got bank like Uncle Phil'
306653889518764032,2013-02-27 06:35:59,b'MTV is garbage'
306516356831002625,2013-02-26 21:29:28,"b""I got bread on this game, I'm up 50"""
306516175901319170,2013-02-26 21:28:45,b'Gooooooaaaaaal!!!'
306514923507314690,2013-02-26 21:23:47,"b""@Kid_Wavyy you're not nice in FIFA tho"""
306514684528435200,2013-02-26 21:22:50,b'@Kid_Wavyy real brought the smoke'
306513528137863169,2013-02-26 21:18:14,b'Goooooooaaaallaaaaaassooooooo'
306250283862855681,2013-02-26 03:52:12,"b'RT @SheeWantsYourD: bitches be like: ""noooooo! you hang up first"" i be like: *click*'"
306131862789709824,2013-02-25 20:01:38,"b'Wouldn\'t it be pretty cool if someone that you weren\'t too fond of was just like, ""yu know I must be a bother, let me just fuck off"" #iwish'"
305850501235347457,2013-02-25 01:23:36,"b'Share the love, the knowledge and the wealth'"
305561914329686016,2013-02-24 06:16:52,b'RT @autocorrects: Laughing At That Part In The Movie That No One Else Thinks Is Funny.'
305549767939850240,2013-02-24 05:28:36,b'All she knows is yes'
305508438912409601,2013-02-24 02:44:22,"b'Aye mambo, mambo Italiano'"
304854885067808768,2013-02-22 07:27:23,b'@Kid_Wavyy you color blind? that looks like some stanky tho'
304107859006849024,2013-02-20 05:58:58,"b""@bbccww383 that's great man, how are you liking it out there?"""
303002275675267073,2013-02-17 04:45:46,b'Not being able to find the remote to the tv is probably one of the most reoccurring struggles of life'
302903525220954112,2013-02-16 22:13:22,"b'@bbccww383 ward, where/how the hell are ya man?'"
302655003250794496,2013-02-16 05:45:50,b'I need a leather jacket and some grease'
302604212313923587,2013-02-16 02:24:00,b'@MelloChamp yu on campus?'
302591373448720387,2013-02-16 01:32:59,"b'@Kid_Wavyy valid shit young, ill hit yu soon'"
302586407304712193,2013-02-16 01:13:15,"b""@Kid_Wavyy you're just another scram who says turd"""
302324812624310272,2013-02-15 07:53:46,"b""@biggblakk92 pints of henny didn't do it for yu bro?"""
301781382223503360,2013-02-13 19:54:23,b'I killed Abe Lincoln during my two hour nap #intensedream'
299605882029867008,2013-02-07 19:49:43,"b'I hate these college desks, way too small to sleep on'"
299366872200130560,2013-02-07 03:59:58,"b'""Taken in broad day light"" sucks to be a woman, this broad got kidnapped by some fiend #traplife'"
299287725935312896,2013-02-06 22:45:29,"b'Everything in life can be free, if you run fast enough...'"
299253529187590144,2013-02-06 20:29:35,"b""@CopDaWholeThang I'm bridge side"""
299221991901253634,2013-02-06 18:24:16,"b'Why text first when you can just wait, wait, wait, wait, wait, complain about texting first on twitter, wait, wait, wait.'"
299027398500970497,2013-02-06 05:31:02,b'@Kid_Wavyy stop lying'
298985597761110016,2013-02-06 02:44:56,b'the block is hot'
298896254514102272,2013-02-05 20:49:54,b'@Kid_Wavyy dam b you ought to support your shorty in these desperate times and hardships'
298686743044034560,2013-02-05 06:57:23,b'RT @MonTanA_BaBy: @CopDaWholeThang pops got the choppa nigga #fucka44'
298686648793829376,2013-02-05 06:57:01,b'RT @CopDaWholeThang: @MonTanA_BaBy its about to be operation kick in the door waving the 44 ngga'
298682159500242944,2013-02-05 06:39:10,"b""RT @FillWerrell: If you could chose between World Peace and Bill Gates' fortune, what color would your Lamborghini be?"""
298682029254512642,2013-02-05 06:38:39,b'RT @FillWerrell: #ResponseToILoveYou http://t.co/tnDcGJ5X'
298092598520848385,2013-02-03 15:36:28,"b""@TroyCrossley @xxjungaxx I'm always for that life, I'll let yu know when I'm in the city"""
297843278554992640,2013-02-02 23:05:45,"b""I'm in the New York state of mind"""
297575113690320897,2013-02-02 05:20:10,b'In the air'
297571024755642368,2013-02-02 05:03:55,"b""Do I look like that much of a softy I got these frail ass kids tryin to come at my neck, little do these dogs know they're barking at a lion"""
297566167772561409,2013-02-02 04:44:37,"b""@TroyCrossley sending peace and blessings your way ahk! Ahaha what's popping my guy, how you living?"""
297372292697165826,2013-02-01 15:54:14,b'@DrJohnnyBlaze you know I had to hit up res for some cookies right quick aha'
297360895716229121,2013-02-01 15:08:56,"b'Woke up at 8:50, made to class by 9:03  #sleepovereverything'"
297239624122765312,2013-02-01 07:07:03,b'Dogs are cool pets and all but letting one lick your face is a bit much #thatshitsgross #dirtydogs #dirtierhumans'
296520021734195200,2013-01-30 07:27:36,"b""@NbeFly lol you're thinking too far ahead, young."""
296499875351240704,2013-01-30 06:07:34,b'Speed limited to 118 http://t.co/66qMaDAv'
296472111248179200,2013-01-30 04:17:14,"b""I got these bros that I'd take a bullet for, in the leg or the shoulder or something nothing fatal tho"""
296112810973331457,2013-01-29 04:29:30,b'@xXjungaXx yu making moves to the mother land??'
294321629507493888,2013-01-24 05:51:59,"b""Just got put on to misfits, it's kind of the shit"""
294106757884682240,2013-01-23 15:38:09,"b""If I'm ever not picking up the phone don't assume something like death, naaah I'm fucking with deaths cousin #sleep #shemygoto #yafeelme"""
293970984162185218,2013-01-23 06:38:39,"b'My roommate talks in his sleep, when he does I respond, that must alter his dreams a lil bit'"
293968176918716416,2013-01-23 06:27:29,"b""Back to terrible food, hot pockets and school bs.. Dam I'm just tryina be at that stage in life where I'm coming home to my wife from work"""
293289746275381248,2013-01-21 09:31:39,"b""I can't seem to drift away into the land of dreams #ditty"""
293191999815819264,2013-01-21 03:03:14,"b'@therealAbdul_ you are one more ass pic away from losing my follow Abdul, at least warm dudes with a caption or something'"
293189626385031169,2013-01-21 02:53:48,b'RT @themikederby: Tom Brady and Bill Belichick are still the best quarterback and coach combination of all time. I love my team.'
293156465907232768,2013-01-21 00:42:02,b'RT @MonTanA_BaBy: Ballin like I play for New England #PatsHoe'
293119549262397440,2013-01-20 22:15:21,"b""RT @FunnyPicsDepot: Bitches be like...\n\xf0\x9f\x98\xa4\n |       \xf0\x9f\x98\xa9\n |\\      /\\\n |  \\_/    \\\n | ((  \n | \\|  \\\n |  \\    \\\n\xf0\x9f\x91\x9f \xf0\x9f\x91\x9f\xf0\x9f\x91\xa0\n\nBut We're just friends... ..."""
292907669944152065,2013-01-20 08:13:25,b'@WhoButJosh @ohjeyy yooo wtf I swear the last time yu sent me the request it said French too! I felt like a retard that game yo u a cheater'
292903444233207810,2013-01-20 07:56:37,"b'@OhJeyy homie, I gotchu!'"
292792810866876418,2013-01-20 00:37:00,b'RT @FunnyPicsDepot: #TheAwkwardMomentWhen  http://t.co/cNqOEbEE'
292767349336072192,2013-01-19 22:55:50,"b""To be honest, I don't care for those people that wanna commit suicide, your life b, do what you think will make you happy #selfishbastards"""
292765857447292930,2013-01-19 22:49:54,"b'those ""I can\'t live without him/her"" relationships are \xee\x81\x9a'"
292549150573219840,2013-01-19 08:28:47,"b""@muftimenk but when we consider prophet Muhammad (s.a.a.w) as our role model that's when we achieve true success &amp; a path to Jannah"""
292410691040714753,2013-01-18 23:18:36,"b""Don't seek the satisfaction of other people because 1. Its a waste of your time and 2. It's just impossible"""
291831445293514752,2013-01-17 08:56:53,b'@Kid_Wavyy nothing for now b'
291780075156819968,2013-01-17 05:32:45,b'@OhJeyy @thebad_habit give me yall usernames and watch me tap that ass'
291726490586992642,2013-01-17 01:59:50,"b'RT @VitaFiasco: The acid bath cure-all RT""@J_tsar: Breaking Bad taught me how to dispose of a corpse""'"
291688148050788353,2013-01-16 23:27:28,b'Breaking Bad taught me how to dispose of a corpse'
291656890390286336,2013-01-16 21:23:16,b'I need to pay my bill but in order to do that I gotta get the crib #notforthatlife #nophonefornow'
291610275755470849,2013-01-16 18:18:02,b'8 is not enough I need more #sleep'
291447088791822336,2013-01-16 07:29:35,"b'Cambridge got some real, genuinely good people but at the same time this city can be fake as fuck just like any other town #upholdthereal \xee\x80\x90'"
291446340192460800,2013-01-16 07:26:36,"b""Has anyone ever told you that you're beautiful? \n-No you'll be the first :) \nNo, I won't be..."""
291424446152069120,2013-01-16 05:59:37,"b""So many Latino kids took up boxing since my retirement it's crazy and most of them are below 5'5"""
291423943418597376,2013-01-16 05:57:37,"b""I don't argue with fools who say islam is terrorism it's not worth a thing, let an idiot remain an idiot"""
291104894994219008,2013-01-15 08:49:50,"b""Ibuprofen and mids for the night ahaha I'm joking"""
290868103401861120,2013-01-14 17:08:54,"b""Money is overrated, it's not the only thing that brings happiness, hmm what else can I say to soothe my soul before I get paid this Friday.."""
290804142425911296,2013-01-14 12:54:45,"b'Hello, my name is Monday and I hate people.'"
290347732688850944,2013-01-13 06:41:08,b'@MelloChamp is it the 20th?'
290232040937365504,2013-01-12 23:01:25,"b""RT @SkrillaMane: \xe2\x80\x9c@BbeSTACKIN: you gotta talk to niggas like they ain't shit.... cause then they start to believe it and you'll be runni ..."""
290228448595697664,2013-01-12 22:47:08,b'Sergeant Ray must have been scared of something'
290227971292282881,2013-01-12 22:45:15,"b'Met this marine yesterday who said he doesn\'t give his name out to ""unclassified personnel"" he then proceeded to tell me his name quietly'"
289818522538881025,2013-01-11 19:38:14,b'Dam shame when you mess up a good tweet with a typo'
289586164418084864,2013-01-11 04:14:56,"b'While watching the titanic, only the guys in the room pulled out their phones or stopped paying attention right before jacks death #soft'"
289500126043594752,2013-01-10 22:33:03,b'RT @themikederby: Retweet this if your a strong independant black woman who dont need no man'
289450016874053632,2013-01-10 19:13:56,"b""What's with dudes telling other dudes to shave, c'mon son no one wants to hear that"""
289167253105168386,2013-01-10 00:30:20,b'On some Harry potter shit http://t.co/4ASDCY9l'
288756033273335809,2013-01-08 21:16:17,"b""You must have a very beautiful wife..\n-yea, how do you know that?\nYou're ugly but your kids are good looking"""
